gender;age;daily_screen_time_hours;phone_usage_hours;laptop_usage_hours;tablet_usage_hours;tv_usage_hours;social_media_hours;work_related_hours;entertainment_hours;gaming_hours;sleep_duration_hours;physical_activity_hours_per_week;location_type;mental_health_score;stress_level;mood_rating
1;50;3.6;1.3;1.2;0.0;2.1;2.4;2.7;2.2;2.2;7.0;6.7;0;77.0;3;6.5
1;26;9.0;2.2;1.8;2.5;2.4;4.5;3.8;0.1;0.7;7.1;0.5;2;47.0;10;1.1
0;31;7.3;3.2;2.7;0.2;1.9;3.6;3.7;1.8;0.5;7.8;1.0;0;65.0;6;3.3
0;53;4.8;1.1;1.8;1.5;1.5;2.0;3.2;1.7;2.4;7.0;1.8;2;77.0;3;6.1
2;23;8.0;2.0;2.2;0.6;2.7;4.5;4.2;0.1;0.6;6.5;0.0;0;54.0;10;1.0
1;49;4.8;1.8;1.5;0.3;2.8;4.5;4.0;1.7;1.0;7.1;2.6;2;59.0;8;2.9
0;74;3.8;1.4;2.0;1.0;0.3;0.6;1.4;2.6;3.0;7.4;4.8;2;81.0;1;9.5
1;27;8.8;2.2;2.6;0.6;3.2;4.5;4.1;0.8;0.9;7.4;0.9;2;46.0;10;1.0
1;29;8.5;1.9;3.6;0.5;2.6;4.5;3.7;0.9;0.9;7.5;0.0;2;47.0;10;1.0
0;32;5.8;2.6;2.8;0.6;0.5;4.5;4.3;0.6;1.5;7.7;0.0;1;50.0;10;1.0
0;65;4.7;3.0;1.4;0.8;0.0;0.8;1.2;2.7;3.1;6.5;5.0;1;83.0;1;9.2
1;47;5.6;0.9;2.8;0.2;2.6;4.1;3.6;2.0;1.7;7.2;0.0;0;53.0;7;3.8
1;20;6.7;2.1;2.1;0.3;1.6;4.5;3.6;0.7;1.1;6.7;0.0;1;50.0;10;1.0
1;73;2.4;2.0;0.8;0.0;0.9;1.4;1.9;2.3;1.6;7.9;4.8;1;76.0;2;8.8
0;41;4.7;2.2;2.1;0.0;1.7;2.8;3.2;1.3;1.8;7.9;5.2;1;73.0;4;7.5
1;37;5.7;2.0;0.3;1.7;2.6;3.8;3.8;1.8;1.1;7.1;3.0;2;54.0;7;2.2
2;73;2.5;1.1;2.1;0.1;0.0;2.7;3.3;2.1;1.3;8.6;11.2;2;84.0;4;7.3
1;41;8.4;3.3;3.4;1.2;1.5;4.5;3.9;0.7;1.3;6.5;0.0;2;47.0;10;1.0
1;48;7.0;3.7;2.4;0.4;1.5;4.5;3.8;1.0;0.6;7.4;1.0;0;51.0;10;1.0
0;70;8.0;2.5;2.8;0.9;2.9;4.5;4.0;0.6;1.8;8.0;0.0;2;52.0;10;1.0
0;60;5.5;2.5;1.1;0.6;2.2;2.5;3.1;2.0;1.9;7.8;3.9;1;74.0;3;7.7
1;52;5.1;2.1;2.0;0.0;2.2;2.9;3.5;2.2;0.8;7.7;5.7;0;76.0;4;3.8
0;28;6.7;2.9;2.3;0.6;1.0;4.5;3.5;1.0;1.3;7.1;1.4;2;51.0;9;1.0
0;50;3.5;0.2;1.2;1.0;2.1;2.2;3.0;2.4;2.4;7.9;3.6;2;76.0;3;5.5
0;67;4.3;2.0;2.3;0.0;0.9;3.5;3.6;1.2;1.1;7.2;1.8;2;65.0;5;4.0
0;22;7.2;1.5;2.0;2.0;1.3;4.5;3.9;0.1;0.6;7.7;0.0;0;45.0;10;1.0
0;49;6.2;2.1;2.3;1.1;2.0;4.5;4.2;1.7;1.8;6.9;0.0;2;55.0;9;1.0
0;33;5.3;3.0;0.4;1.1;1.5;3.0;3.7;2.0;2.4;7.2;2.0;0;70.0;5;3.0
0;44;6.9;2.0;2.9;1.2;1.7;4.5;3.6;1.1;1.4;6.7;0.0;2;43.0;9;1.4
1;28;6.3;1.7;2.0;0.0;2.7;4.5;4.2;2.1;1.0;7.1;0.2;1;55.0;8;1.7
1;73;2.4;0.7;1.4;1.0;1.0;1.7;2.1;2.1;2.2;7.5;3.2;0;84.0;2;8.9
1;34;4.9;1.9;1.4;2.0;0.4;2.6;3.3;2.2;1.9;6.4;4.6;1;68.0;4;6.6
1;63;5.3;2.6;1.5;1.1;0.5;3.6;3.7;1.4;1.4;7.4;2.1;1;58.0;6;4.9
1;39;1.7;1.2;0.6;0.4;0.3;4.2;3.5;1.4;1.0;7.5;0.8;2;66.0;7;2.9
2;54;4.5;0.2;2.8;0.0;3.0;2.9;3.3;1.3;1.6;6.8;6.9;0;81.0;4;6.5
1;38;7.6;4.0;2.6;0.0;2.1;4.5;3.7;1.5;0.9;6.6;0.1;1;49.0;10;1.0
1;28;7.2;2.3;2.6;0.0;2.5;4.1;3.7;1.5;0.7;7.3;2.5;1;59.0;6;4.4
0;40;6.6;1.8;3.2;0.4;2.3;4.1;3.9;2.0;1.2;6.3;3.9;2;62.0;6;3.8
1;52;4.9;3.3;1.7;0.0;1.2;0.6;1.6;2.5;2.8;7.3;3.8;2;72.0;1;6.6
1;37;4.4;2.1;0.0;0.5;3.0;4.5;4.3;1.6;1.2;8.0;0.0;2;60.0;8;2.6
1;36;6.0;3.2;2.2;0.7;0.7;4.4;3.7;1.2;0.8;7.0;0.0;1;55.0;8;2.3
1;62;7.9;3.1;2.2;0.0;3.4;4.5;4.4;1.9;1.5;7.7;0.2;2;53.0;9;1.6
1;71;4.7;0.9;3.2;0.1;1.5;2.2;2.8;1.9;2.2;7.9;4.7;2;72.0;3;6.9
0;33;8.1;2.4;2.7;0.3;3.2;3.5;3.5;1.7;1.6;7.2;3.4;0;61.0;6;5.6
0;60;4.6;3.6;1.6;0.2;0.4;3.0;3.3;1.1;1.7;7.4;2.6;1;73.0;4;5.9
1;65;2.9;1.1;1.3;0.6;1.0;1.9;2.2;2.4;2.4;7.6;5.9;2;80.0;2;7.9
1;17;5.2;1.1;2.6;0.7;0.0;3.5;3.6;1.6;1.5;7.6;5.0;1;73.0;6;4.2
1;56;2.6;1.3;0.0;0.3;2.4;1.1;1.1;2.5;2.5;8.7;6.7;1;80.0;1;9.6
0;33;5.7;2.8;1.8;0.2;1.7;2.6;3.6;1.4;1.7;7.5;3.5;0;69.0;4;5.0
1;23;9.7;2.3;2.5;0.6;3.4;4.5;3.9;0.0;1.1;7.6;0.0;2;44.0;10;1.1
1;42;3.5;0.3;1.4;1.5;0.9;1.3;2.2;2.5;2.3;7.0;5.4;2;76.0;2;8.4
0;34;5.3;2.3;1.1;0.0;2.7;3.9;3.5;1.5;1.1;7.1;10.8;2;80.0;6;5.7
1;59;5.3;1.8;1.8;1.3;1.5;3.8;3.6;1.1;1.0;7.4;2.4;1;62.0;6;4.3
1;21;7.3;1.9;3.0;0.0;1.3;4.5;3.9;0.9;2.0;7.7;0.0;2;49.0;10;1.0
1;28;4.9;1.2;2.0;0.8;1.1;2.7;3.4;2.2;2.3;6.5;2.4;2;73.0;4;4.7
0;23;5.3;2.3;0.8;1.2;0.6;4.5;4.0;0.4;0.9;8.8;0.0;2;39.0;10;1.0
0;73;6.7;2.9;2.8;0.0;1.8;4.5;4.0;0.6;1.0;7.1;0.0;2;51.0;9;1.0
0;74;5.5;1.4;3.1;0.8;1.6;2.4;3.1;1.5;2.7;7.9;6.7;1;71.0;3;5.0
0;69;1.0;0.5;0.6;0.0;0.0;3.1;3.6;1.4;1.9;7.9;0.4;0;67.0;5;3.1
0;71;6.6;1.7;4.6;1.3;0.0;3.8;3.8;1.1;1.4;6.7;2.3;0;64.0;6;3.3
2;74;4.4;2.7;1.5;0.0;1.1;2.8;3.2;2.1;1.8;8.3;1.8;1;64.0;4;5.6
2;33;5.9;1.6;2.5;0.1;2.6;0.6;1.4;2.2;2.6;7.1;6.3;1;80.0;1;8.8
1;61;4.3;0.7;2.3;0.7;1.6;4.1;3.9;1.6;1.2;7.1;2.5;0;74.0;6;4.6
0;66;3.5;2.7;0.7;1.0;0.1;2.1;3.2;1.7;2.0;7.7;5.1;2;78.0;3;5.5
1;28;4.8;3.3;1.0;0.7;0.0;3.5;4.0;1.4;1.0;7.7;2.8;1;71.0;6;2.2
1;70;6.1;2.0;1.6;0.9;2.6;3.5;4.3;1.1;1.9;7.4;0.9;1;59.0;6;3.7
0;52;1.0;0.6;0.0;0.3;0.0;2.1;3.3;2.3;2.4;8.1;1.7;1;71.0;3;6.7
1;67;5.4;1.7;2.4;0.0;2.2;3.1;3.7;1.7;1.7;7.5;0.3;2;60.0;5;5.0
0;50;4.7;2.1;0.0;1.5;2.0;3.6;4.1;1.7;0.7;8.0;3.1;1;65.0;6;3.7
1;54;5.3;1.3;1.5;0.9;3.0;4.2;4.2;1.5;1.4;7.4;1.3;2;53.0;7;1.6
0;31;4.0;2.5;0.8;0.3;0.8;2.3;2.9;1.4;1.3;7.1;5.8;2;81.0;3;7.3
0;44;4.4;1.2;2.1;0.0;2.3;3.9;3.7;1.4;0.6;7.8;3.1;2;64.0;7;4.7
0;23;7.1;2.0;0.0;1.3;2.8;4.5;3.7;1.5;1.4;5.9;0.0;0;47.0;10;1.0
1;47;2.3;1.8;0.0;1.4;0.1;3.0;3.4;1.6;2.0;8.0;4.3;2;71.0;4;5.3
1;70;4.4;2.6;0.8;0.5;1.5;3.6;3.6;1.4;0.4;8.2;1.9;2;62.0;6;2.6
0;66;5.1;2.0;2.1;0.2;1.4;2.8;3.8;2.2;2.1;7.7;3.5;2;72.0;4;6.8
1;39;3.5;1.8;1.7;0.4;0.3;0.8;0.9;2.6;3.3;6.8;2.5;2;83.0;1;10.0
2;28;6.0;1.3;2.7;0.5;1.7;3.1;3.5;1.4;1.1;8.0;2.9;1;78.0;5;6.1
0;25;4.9;2.0;1.6;1.1;0.2;4.5;4.2;1.0;1.4;7.1;0.0;0;43.0;10;1.0
1;67;3.7;1.8;1.5;0.0;1.8;3.6;3.8;2.1;1.2;7.6;1.5;2;70.0;6;4.0
1;49;4.0;1.2;0.3;0.2;3.6;3.4;3.6;1.2;1.8;8.1;1.1;1;69.0;4;5.2
1;55;4.2;2.1;1.3;0.5;1.2;4.1;3.7;1.1;1.2;7.2;3.1;1;53.0;7;1.9
0;73;4.9;2.3;1.5;0.8;1.3;3.0;3.3;1.2;1.3;7.5;2.6;1;70.0;5;6.0
1;28;5.2;1.7;0.0;1.1;2.8;4.2;4.0;1.7;1.8;6.7;0.0;1;53.0;7;3.0
1;44;5.7;2.8;0.5;0.8;2.7;3.7;3.9;1.7;1.7;7.2;1.9;0;64.0;6;2.1
1;55;6.1;2.2;2.0;1.7;0.8;4.5;4.1;1.4;1.8;6.7;0.0;2;37.0;10;1.0
0;18;5.7;0.8;1.7;0.0;2.1;4.5;3.9;0.6;1.2;7.5;0.0;1;47.0;10;1.0
1;73;5.3;3.2;1.2;1.5;0.0;1.6;2.7;2.3;2.4;6.6;4.6;1;87.0;2;7.0
1;18;4.5;2.7;0.8;0.0;0.4;4.5;4.0;1.7;1.2;7.4;1.2;2;50.0;9;2.5
0;42;5.0;2.9;0.0;0.4;2.5;4.5;4.1;1.7;1.5;7.1;0.1;1;55.0;8;2.7
0;22;4.8;2.4;0.0;0.8;0.9;4.5;4.0;1.2;1.2;7.1;1.5;2;58.0;9;1.0
0;16;5.2;0.2;1.2;1.3;1.2;4.5;3.5;1.2;1.1;7.9;1.2;1;51.0;9;1.6
1;55;6.0;3.0;3.1;0.4;0.5;4.5;4.0;2.1;1.1;6.7;0.0;2;60.0;8;2.7
1;60;3.5;2.1;1.5;0.8;0.3;3.5;3.8;2.5;1.7;7.3;2.1;0;68.0;5;4.9
0;36;4.1;2.3;2.6;0.4;0.0;1.8;2.5;3.1;2.5;7.6;4.7;2;77.0;2;9.1
1;55;2.7;2.5;0.2;0.0;1.0;2.2;2.9;2.1;1.9;8.0;3.7;1;68.0;3;6.4
0;70;7.0;3.7;1.8;0.6;1.9;3.5;3.8;1.6;1.2;6.2;2.5;0;62.0;5;5.1
0;69;2.9;1.5;0.7;0.0;1.6;0.9;1.0;3.0;2.5;7.5;3.6;2;77.0;1;9.1
1;30;3.5;1.5;0.7;1.4;0.6;2.2;3.1;1.5;1.5;7.9;2.1;0;76.0;3;7.0
0;43;4.2;1.2;2.3;1.4;0.0;4.5;3.8;1.2;0.7;8.3;0.8;2;57.0;9;2.2
0;63;2.2;1.0;1.4;0.1;1.0;1.0;1.0;2.3;3.4;7.7;5.1;1;84.0;1;9.3
1;62;1.0;1.1;0.0;0.0;0.1;1.3;2.1;2.6;2.6;7.2;6.7;0;85.0;2;7.2
0;44;1.6;0.3;1.6;0.2;0.6;0.7;1.5;2.1;2.9;7.8;5.2;2;95.0;1;9.9
1;26;6.1;2.4;0.7;0.9;1.5;4.5;4.2;1.5;1.0;7.0;0.0;0;38.0;10;1.7
1;49;3.8;3.8;0.0;0.9;0.5;2.4;2.9;2.2;1.3;7.7;5.7;2;77.0;3;7.7
1;25;10.0;3.8;0.4;2.6;2.7;4.2;3.8;1.5;1.3;7.7;1.0;1;62.0;7;4.0
0;60;4.5;1.2;3.8;0.4;0.4;4.5;3.7;1.2;1.2;6.8;0.0;1;51.0;9;1.0
0;64;4.8;1.8;2.8;0.7;0.8;4.2;4.1;2.0;1.3;7.9;0.5;2;58.0;7;3.3
0;35;6.5;3.1;0.0;1.8;2.2;3.7;4.0;0.9;1.3;7.6;2.9;1;63.0;6;3.7
1;35;5.8;2.4;1.3;0.8;2.1;3.6;3.3;1.1;0.9;7.6;6.1;2;77.0;5;3.9
0;19;5.8;2.1;1.4;0.0;1.9;4.2;3.6;1.9;1.7;7.4;0.1;2;54.0;8;1.0
1;62;3.7;1.8;1.2;0.8;0.8;1.1;1.6;2.3;3.3;8.6;4.9;0;87.0;1;9.9
0;34;6.4;3.1;0.8;1.0;2.0;4.5;4.1;2.1;1.7;7.9;0.0;2;62.0;8;2.7
1;51;5.0;1.0;2.3;0.4;2.2;2.6;3.0;2.0;1.3;7.1;4.9;0;74.0;3;6.1
1;17;8.7;2.4;2.5;1.1;1.8;4.5;3.8;1.2;1.3;7.0;0.0;2;46.0;9;2.2
1;58;6.7;2.3;2.7;1.0;1.4;4.5;3.8;1.1;1.5;6.7;1.4;1;49.0;9;1.2
0;47;5.3;2.0;1.9;0.3;2.0;4.5;4.0;1.5;1.3;8.0;1.2;2;54.0;9;1.8
1;67;6.3;2.7;2.2;1.5;1.3;3.5;4.0;1.7;1.2;7.2;1.4;1;65.0;6;2.6
0;23;5.5;2.0;1.1;0.1;1.8;4.5;3.8;0.7;1.3;6.3;0.0;1;49.0;10;1.0
1;23;4.5;1.5;0.0;0.9;1.5;3.7;4.0;1.9;1.5;6.2;3.0;1;63.0;6;2.7
1;18;3.2;2.1;0.0;0.2;0.0;2.9;3.2;1.2;2.0;7.3;3.5;0;77.0;4;7.1
1;49;1.0;0.6;0.6;0.0;0.8;1.0;1.0;2.4;2.3;7.5;4.2;2;89.0;1;8.5
0;31;7.8;2.6;1.3;0.8;3.5;3.9;3.8;1.3;1.8;6.8;1.6;2;50.0;6;4.7
0;48;3.7;2.8;0.1;1.8;0.0;3.4;3.8;1.1;2.0;7.4;1.6;1;74.0;5;7.7
1;38;3.8;1.4;0.3;0.6;3.0;2.8;3.6;1.8;2.0;8.2;4.1;2;68.0;4;4.4
1;46;3.0;1.2;1.1;0.0;2.0;2.1;2.8;1.6;2.4;8.4;5.1;2;79.0;3;7.0
1;15;7.1;1.4;2.5;0.7;1.4;4.5;4.3;0.5;0.6;8.2;0.0;2;52.0;10;1.0
0;22;4.6;1.9;1.9;0.1;0.0;4.5;3.7;1.2;1.0;8.3;0.0;1;52.0;9;2.0
1;59;4.2;2.2;0.6;1.2;1.4;1.7;2.4;2.0;1.9;7.8;6.3;2;81.0;2;7.8
0;37;5.5;3.5;1.6;0.5;0.7;4.5;3.7;1.5;2.2;6.6;2.5;2;51.0;9;2.1
0;61;5.0;3.3;0.0;0.0;2.6;3.8;3.8;2.1;1.4;7.8;6.4;0;70.0;6;4.1
1;54;3.9;2.7;0.6;0.9;0.7;3.1;3.6;1.7;1.8;6.7;2.1;1;71.0;5;3.6
0;26;4.1;2.1;0.0;0.7;1.1;3.2;3.6;1.4;1.4;7.6;2.1;1;69.0;5;4.6
0;68;4.3;1.2;2.0;0.4;1.6;2.3;3.2;1.7;0.9;6.7;3.2;2;65.0;3;7.5
0;26;5.8;3.5;1.2;0.0;0.8;4.1;4.0;1.4;0.7;8.2;1.4;2;62.0;7;3.0
1;60;6.4;1.8;1.3;1.7;2.4;3.8;3.9;1.2;0.7;7.4;2.9;1;64.0;6;3.0
1;61;4.8;2.3;2.4;0.3;1.1;3.9;3.4;2.0;1.3;7.3;1.8;2;62.0;6;4.1
1;29;3.7;2.6;0.4;1.1;0.0;2.2;3.0;2.2;1.9;7.3;5.0;2;77.0;3;5.0
1;55;5.4;2.1;2.0;0.3;1.6;2.4;3.3;2.0;2.6;7.3;2.6;2;72.0;3;4.8
1;33;9.4;3.0;3.7;1.0;2.2;4.5;3.9;1.1;0.9;6.4;0.1;1;39.0;10;1.0
1;40;5.4;2.4;0.4;0.6;2.8;3.5;3.9;0.8;1.5;7.1;1.7;2;65.0;5;6.2
0;66;4.7;2.9;0.0;0.6;2.0;4.0;4.1;1.6;0.8;6.4;0.0;0;56.0;7;4.5
1;43;4.5;2.4;0.1;0.1;2.6;2.8;3.3;2.5;2.2;7.0;3.8;0;66.0;4;7.3
1;36;5.7;2.0;1.9;0.9;1.9;3.6;3.7;1.7;1.5;6.7;2.9;2;69.0;6;3.3
1;54;6.2;2.1;3.4;1.4;0.4;4.5;3.6;0.1;0.7;7.5;0.0;2;55.0;10;1.0
0;35;5.0;1.9;3.4;0.0;0.6;4.0;3.9;1.5;1.1;7.4;1.9;2;70.0;7;3.0
0;65;2.3;0.8;2.4;0.1;0.0;0.7;1.1;2.6;2.4;8.1;4.0;2;90.0;1;9.4
0;52;6.6;1.1;2.5;2.4;1.2;4.5;3.6;1.6;1.6;7.0;0.0;0;42.0;9;1.6
1;34;6.3;2.7;2.0;0.0;2.1;2.4;3.3;1.4;1.8;7.2;4.9;1;77.0;3;8.6
2;71;2.7;0.9;2.3;0.3;0.0;0.7;1.1;2.6;3.0;6.6;6.1;1;91.0;1;9.2
1;43;6.2;1.6;1.8;1.4;2.7;4.1;4.3;1.5;1.2;7.7;1.2;2;58.0;7;4.0
1;65;3.1;1.1;0.6;1.4;1.3;3.5;3.4;1.6;1.0;8.3;1.8;1;71.0;6;4.1
1;18;6.0;1.6;3.4;0.0;0.5;4.5;3.6;1.1;1.8;7.6;0.0;0;38.0;10;1.0
1;69;5.0;1.9;3.0;1.1;0.0;3.7;3.9;1.8;1.1;6.9;1.9;2;66.0;6;3.7
1;21;6.7;1.6;0.6;0.5;3.1;4.5;4.1;1.0;0.6;7.4;1.1;1;44.0;10;1.0
0;42;4.9;0.7;2.2;0.5;2.6;2.4;3.8;0.7;1.8;7.5;3.5;2;73.0;4;4.7
0;42;6.0;1.8;3.1;1.3;1.0;4.2;3.8;1.2;0.8;6.2;0.0;2;41.0;8;1.0
1;18;6.6;1.1;2.0;0.4;2.3;4.5;3.9;1.2;1.8;7.8;0.0;2;57.0;8;2.9
0;36;3.0;1.4;1.3;0.3;1.2;3.9;4.0;2.4;1.5;7.1;0.0;1;70.0;6;4.5
1;26;7.2;2.7;3.1;0.4;0.8;3.7;3.7;1.7;1.7;7.4;1.5;2;65.0;6;4.5
1;59;4.7;2.9;1.8;0.4;0.7;3.1;3.7;1.3;0.9;7.5;3.3;2;69.0;5;6.1
0;17;4.3;0.8;0.8;0.8;1.2;3.9;3.5;1.9;1.7;8.2;1.3;0;57.0;7;3.8
0;36;5.0;3.4;0.2;1.4;1.0;3.5;3.9;1.2;1.3;7.0;3.0;2;72.0;5;6.5
1;58;3.1;1.5;0.0;0.9;1.5;0.7;1.9;2.6;2.3;7.4;4.4;1;85.0;1;8.5
1;16;9.4;1.5;3.7;0.6;3.0;4.5;3.8;2.0;1.3;7.1;0.0;0;53.0;8;3.0
0;38;5.4;1.2;0.6;0.9;3.7;3.5;4.3;1.8;1.1;7.0;0.0;0;57.0;6;3.3
0;48;4.5;2.1;2.6;1.1;0.2;2.2;3.2;2.9;1.9;8.2;3.8;2;79.0;3;6.4
0;41;6.0;3.8;0.5;0.9;1.9;2.4;3.2;2.2;2.6;6.9;4.9;2;73.0;3;5.6
1;69;3.3;0.6;1.7;0.2;1.6;3.0;3.7;1.5;0.8;7.9;2.2;2;75.0;5;5.6
1;55;4.3;0.2;2.0;0.9;1.9;2.1;3.0;2.9;1.8;7.5;4.9;1;75.0;3;7.8
1;15;4.1;2.2;0.1;0.0;0.9;4.5;4.1;1.1;1.2;7.1;0.0;0;53.0;9;1.0
1;22;8.9;2.5;2.6;1.5;1.9;4.5;4.0;2.7;1.3;7.5;0.0;0;55.0;8;1.0
0;37;3.7;2.0;1.3;1.5;0.0;2.5;2.5;2.0;1.5;7.0;5.1;2;79.0;3;8.3
1;52;8.4;2.5;2.1;1.1;4.0;4.5;4.0;0.9;1.4;7.2;0.0;2;44.0;10;1.0
1;20;7.8;1.0;3.1;1.3;1.7;4.5;4.3;1.4;1.3;5.8;0.0;0;51.0;9;1.0
0;36;4.8;1.1;2.3;0.6;2.1;2.6;3.5;1.1;1.3;7.6;3.2;0;78.0;4;7.0
0;39;3.0;2.1;1.4;0.1;0.3;2.4;2.7;2.0;1.2;8.2;2.6;2;65.0;3;9.0
1;32;7.1;3.6;3.6;0.0;0.7;3.1;3.6;1.1;1.0;7.1;1.4;0;70.0;5;5.2
0;31;4.6;2.5;1.5;1.2;0.0;3.9;4.1;1.9;1.5;7.6;0.0;1;45.0;7;3.6
0;26;7.3;2.5;1.6;0.1;2.9;4.5;4.0;1.1;1.0;7.9;1.3;2;54.0;9;1.9
0;20;3.8;1.0;1.3;0.4;0.3;4.5;4.2;0.8;0.8;8.1;0.4;0;47.0;10;1.0
1;40;3.6;2.4;0.2;0.7;1.2;4.0;3.9;1.4;1.6;6.4;1.8;2;61.0;6;1.9
0;41;1.9;0.9;0.0;0.6;1.3;1.8;2.6;2.2;2.2;7.5;6.9;2;96.0;2;8.4
0;22;7.5;3.6;0.9;0.8;1.9;4.5;4.1;1.6;1.5;7.0;1.4;2;48.0;9;1.4
1;33;1.0;1.1;0.4;0.0;0.1;2.8;3.4;2.1;1.8;8.0;1.2;1;63.0;4;6.1
1;74;4.3;1.3;1.2;0.5;2.3;2.1;2.5;1.9;1.8;7.4;7.4;0;81.0;2;8.6
0;56;5.7;0.7;2.4;1.1;2.6;4.5;3.4;1.5;1.3;7.1;0.0;0;60.0;8;2.8
1;15;5.2;2.1;1.1;0.3;0.7;4.5;3.8;1.2;1.1;7.0;3.5;2;58.0;9;1.0
0;71;4.0;2.0;1.7;0.1;1.4;1.6;2.5;1.7;2.6;6.8;2.5;2;76.0;2;8.1
1;43;6.5;3.4;0.9;1.2;2.0;3.8;3.4;1.6;1.1;6.6;2.5;0;60.0;6;2.6
1;59;7.9;2.7;4.3;0.3;1.7;4.5;4.1;1.8;0.7;7.4;1.5;2;46.0;8;3.0
1;63;4.5;1.3;3.2;0.7;0.4;2.9;3.4;1.8;2.1;6.9;1.8;0;68.0;4;6.7
0;49;5.3;2.8;1.2;0.5;2.1;4.5;3.7;1.5;1.2;6.9;0.0;2;55.0;8;1.0
1;54;4.9;0.9;1.8;0.6;2.9;3.8;3.8;1.7;1.1;6.6;1.7;2;61.0;6;3.5
0;28;6.0;1.4;0.0;1.5;2.9;2.5;3.2;1.8;1.8;7.4;3.2;1;71.0;4;5.9
0;49;5.3;2.1;1.3;0.9;2.0;2.4;3.2;1.5;1.8;7.8;3.8;1;79.0;3;7.1
0;62;3.5;1.0;0.8;0.0;2.2;1.9;2.6;2.8;2.5;8.2;4.3;2;76.0;2;7.3
0;59;6.2;3.0;2.3;0.4;1.0;2.8;3.4;1.8;2.1;7.1;4.3;2;74.0;4;6.3
0;34;4.9;4.1;0.5;0.4;0.5;3.3;4.0;1.9;2.5;7.3;2.5;1;63.0;5;6.1
1;70;5.7;1.7;3.3;0.7;1.3;1.7;2.5;2.4;2.5;7.3;3.5;0;76.0;2;6.9
0;63;7.0;1.4;1.4;1.1;3.7;4.1;4.0;2.4;1.5;7.0;2.6;0;66.0;7;1.0
0;27;3.9;1.9;0.5;0.6;0.9;2.9;3.5;1.9;2.0;7.7;2.8;1;65.0;4;6.9
1;52;4.3;1.5;1.5;0.6;1.8;2.8;3.3;2.2;1.9;8.1;5.7;2;81.0;4;5.8
1;63;5.2;2.2;2.3;0.0;1.8;3.3;3.7;1.3;1.3;7.9;2.9;2;73.0;5;4.6
0;60;4.2;0.8;2.1;1.4;1.0;0.8;1.3;2.9;2.4;7.4;2.6;2;71.0;1;7.9
1;63;6.5;2.3;1.7;0.5;2.9;2.6;3.4;1.8;1.6;6.9;3.3;1;67.0;4;6.8
0;22;10.0;3.7;2.5;0.8;3.0;4.5;3.9;1.0;1.1;6.2;0.8;1;45.0;10;1.0
1;57;6.0;0.2;2.4;0.8;4.0;3.7;3.7;1.9;1.0;6.3;5.2;0;62.0;6;4.2
1;34;3.6;0.9;2.4;0.1;0.6;2.7;3.1;1.5;1.2;7.8;9.1;0;82.0;4;7.9
0;74;4.5;1.6;1.2;0.5;1.8;1.2;1.0;1.9;3.0;7.4;4.5;2;79.0;1;9.5
1;47;4.3;2.5;1.2;0.1;1.5;2.9;3.3;2.2;1.4;7.5;3.2;0;62.0;4;7.2
1;40;5.1;2.8;1.3;1.4;0.7;2.8;3.1;1.5;2.1;8.6;3.6;1;71.0;4;6.9
0;53;3.1;2.7;1.0;0.0;0.7;3.3;3.7;1.4;1.3;8.4;1.7;1;64.0;5;5.6
1;35;2.5;0.5;1.6;0.0;1.6;0.9;1.6;2.6;2.2;7.7;4.7;1;82.0;1;7.9
0;67;3.0;1.4;1.5;0.4;0.9;2.4;2.9;2.0;1.6;7.7;3.3;2;67.0;3;8.1
0;63;5.4;1.2;3.3;1.5;0.4;4.0;4.1;1.8;1.1;6.8;3.2;2;65.0;7;1.0
0;56;4.3;1.9;0.9;1.0;1.5;1.8;2.6;1.5;2.4;7.8;3.4;2;73.0;2;8.1
1;57;1.9;2.0;0.4;0.0;0.3;0.7;1.0;2.8;2.2;7.9;4.3;2;84.0;1;7.9
1;68;3.6;0.8;2.2;0.5;0.9;3.2;3.6;1.9;1.2;7.1;2.5;2;72.0;5;4.6
0;55;5.1;1.6;1.6;1.0;1.8;2.1;2.7;2.1;2.3;7.5;4.3;0;73.0;3;5.4
0;23;6.9;2.5;0.7;1.9;1.3;4.5;3.5;1.1;1.2;7.6;0.2;1;56.0;10;1.0
0;38;4.6;1.4;2.4;0.4;1.1;4.1;3.9;1.4;1.0;8.4;3.2;0;60.0;6;3.1
0;51;5.4;1.8;1.2;0.0;3.2;3.8;3.5;1.2;1.7;6.6;2.3;0;73.0;6;4.0
1;63;9.4;3.5;3.2;0.8;2.8;4.5;3.6;1.0;0.2;6.2;0.0;2;42.0;10;1.0
1;55;5.3;3.8;0.5;0.6;1.5;3.6;3.8;1.3;0.8;7.3;0.0;2;58.0;6;4.1
1;31;2.2;0.2;0.9;0.9;0.4;1.9;2.3;2.2;2.1;7.8;5.5;1;84.0;2;6.2
1;38;6.1;2.1;1.6;1.0;2.2;4.5;3.9;0.8;1.6;8.1;0.0;0;46.0;10;1.0
1;35;10.0;4.6;3.0;0.8;3.9;4.5;4.0;0.4;1.4;7.4;0.9;1;52.0;10;1.0
0;65;5.3;2.4;0.7;0.9;2.8;2.0;3.2;2.3;3.1;6.3;4.8;1;75.0;3;6.2
1;73;4.6;2.0;1.9;1.6;0.1;3.5;3.6;1.5;1.7;7.2;4.2;0;68.0;5;4.8
1;53;3.8;3.2;0.2;0.4;1.2;2.2;3.1;2.7;2.1;6.8;4.6;1;75.0;3;8.0
